,ID,Name
336,R_rxn01466_c0,Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase_c0
337,R_rxn01476_c0,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0"
338,R_rxn01476_d0,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase_d0"
339,R_rxn01486_d0,"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_d0"
340,R_rxn01486_m0,"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_m0"
341,R_rxn01486_r0,"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_r0"
342,R_rxn01494_c0,"3,4-Dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (recyclizing)_c0"
343,R_rxn01501_c0,(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)_c0
344,R_rxn01501_r0,(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)_r0
345,R_rxn01511_c0,dTDP phosphohydrolase_c0
346,R_rxn01511_g0,dTDP phosphohydrolase_g0
347,R_rxn01512_c0,ATP:dTDP phosphotransferase_c0
348,R_rxn01512_d0,ATP:dTDP phosphotransferase_d0
349,R_rxn01512_m0,ATP:dTDP phosphotransferase_m0
350,R_rxn01512_n0,ATP:dTDP phosphotransferase_n0
351,R_rxn01512_x0,ATP:dTDP phosphotransferase_x0
352,R_rxn01513_c0,ATP:dTMP phosphotransferase_c0
353,R_rxn01513_m0,ATP:dTMP phosphotransferase_m0
354,R_rxn01514_c0,dTTP nucleotidohydrolase_c0
355,R_rxn01514_g0,dTTP nucleotidohydrolase_g0
356,R_rxn01519_c0,dUTP nucleotidohydrolase_c0
357,R_rxn01520_c0,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase_c0"
358,R_rxn01539_c0,thiamin monophosphate phosphohydrolase_c0
359,R_rxn01539_d0,thiamin monophosphate phosphohydrolase_d0
360,R_rxn01570_c0,Coniferyl aldehyde:NADP+ oxidoreductase (CoA-feruloylating)_c0
361,R_rxn01571_c0,Ferulate:CoA ligase (AMP-forming)_c0
362,R_rxn01607_c0,ATP:(R)-mevalonate 5-phosphotransferase_c0
363,R_rxn01611_c0,"trans-cinnamate,NADPH:oxygen oxidoreductase (4-hydroxylating)_c0"
364,R_rxn01611_r0,"trans-cinnamate,NADPH:oxygen oxidoreductase (4-hydroxylating)_r0"
365,R_rxn01612_c0,"trans-Cinnamate,NADPH:oxygen oxidoreductase (2-hydroxylating)_c0"
366,R_rxn01613_c0,trans-Cinnamate:CoA ligase (AMP-forming)_c0
367,R_rxn01626_c0,"5,6-Dihydrouracil amidohydrolase_c0"
368,R_rxn01626_r0,"5,6-Dihydrouracil amidohydrolase_r0"
369,R_rxn01636_d0,N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase_d0
370,R_rxn01637_d0,N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_d0
371,R_rxn01643_c0,L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)_c0
372,R_rxn01643_d0,L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)_d0
373,R_rxn01644_d0,L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)_d0
374,R_rxn01652_c0,S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_c0
375,R_rxn01652_d0,S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_d0
376,R_rxn01652_m0,S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_m0
377,R_rxn01653_m0,5-Formyltetrahydrofolate cyclo-ligase (ADP-forming)_m0
378,R_rxn01670_c0,Nicotinamide ribonucleotide phosphohydrolase_c0
379,R_rxn01673_c0,ATP:dCDP phosphotransferase_c0
380,R_rxn01673_d0,ATP:dCDP phosphotransferase_d0
381,R_rxn01673_m0,ATP:dCDP phosphotransferase_m0
382,R_rxn01673_n0,ATP:dCDP phosphotransferase_n0
383,R_rxn01673_x0,ATP:dCDP phosphotransferase_x0
384,R_rxn01678_c0,ATP:dUDP phosphotransferase_c0
385,R_rxn01678_d0,ATP:dUDP phosphotransferase_d0
386,R_rxn01678_m0,ATP:dUDP phosphotransferase_m0
387,R_rxn01678_n0,ATP:dUDP phosphotransferase_n0
388,R_rxn01678_x0,ATP:dUDP phosphotransferase_x0
389,R_rxn01712_c0,"S-Adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase_c0"
390,R_rxn01718_c0,Feruloyl-CoA:tyramine N-(hydroxycinnamoyl)transferase_c0
391,R_rxn01739_d0,ATP:shikimate 3-phosphotransferase_d0
392,R_rxn01740_d0,Shikimate:NADP+ 3-oxidoreductase_d0
393,R_rxn01743_c0,4-Coumaroyl-CoA:shikimate O-(hydroxycinnamoyl)transferase_c0
394,R_rxn01765_r0,"flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)_r0"
395,R_rxn01790_c0,(R)-Pantoate:NADP+ 2-oxidoreductase_c0
396,R_rxn01791_c0,(R)-Pantoate:beta-alanine ligase (AMP-forming)_c0
397,R_rxn01807_c0,ATP:pyridoxal 5'-phosphotransferase_c0
398,R_rxn01807_d0,ATP:pyridoxal 5'-phosphotransferase_d0
399,R_rxn01827_c0,"4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)_c0"
400,R_rxn01827_d0,"4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)_d0"
401,R_rxn01887_c0,coniferyl alcohol:NADP+ oxidoreductase_c0
402,R_rxn01887_w0,coniferyl alcohol:NADP+ oxidoreductase_w0
403,R_rxn01888_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase_c0
404,R_rxn01909_c0,UTP:1-Phospho-alpha-D-galacturonate uridylyltransferase_c0
405,R_rxn01917_d0,ATP:N-acetyl-L-glutamate 5-phosphotransferase_d0
406,R_rxn01974_d0,"LL-2,6-Diaminoheptanedioate 2-epimerase_d0"
407,R_rxn01975_c0,beta-D-Glucose-6-phosphate:NADP+ 1-oxoreductase_c0
408,R_rxn01975_d0,beta-D-Glucose-6-phosphate:NADP+ 1-oxoreductase_d0
409,R_rxn02155_c0,ATP:nicotinamide-nucleotide adenylyltransferase_c0
410,R_rxn02159_d0,L-Histidinol:NAD+ oxidoreductase_d0
411,R_rxn02175_c0,ATP:pantetheine-4'-phosphate adenylyltransferase_c0
412,R_rxn02201_c0,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0"
413,R_rxn02201_m0,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_m0"
414,R_rxn02212_d0,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)_d0
415,R_rxn02213_d0,3-Dehydroquinate hydro-lyase_d0
416,R_rxn02251_d0,"D-Ribulose 1,5-bisphosphate oxygenase_d0"
417,R_rxn02251_x0,"D-Ribulose 1,5-bisphosphate oxygenase_x0"
418,R_rxn02277_m0,"7,8-Diaminononanoate:carbon-dioxide cyclo-ligase_m0"
419,R_rxn02297_c0,6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating)_c0
420,R_rxn02302_c0,O-Acetyl-L-homoserine succinate-lyase (adding cysteine)_c0
421,R_rxn02305_d0,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase_d0
422,R_rxn02312_m0,S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase_m0
423,R_rxn02320_d0,5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase_d0
424,R_rxn02322_c0,ATP:(R)-5-phosphomevalonate phosphotransferase_c0
425,R_rxn02322_x0,ATP:(R)-5-phosphomevalonate phosphotransferase_x0
426,R_rxn02341_c0,N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase_c0
427,R_rxn02373_c0,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)_c0
428,R_rxn02373_d0,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)_d0
429,R_rxn02374_c0,R03314_c0
430,R_rxn02374_d0,R03314_d0
431,R_rxn02374_m0,R03314_m0
432,R_rxn02374_v0,R03314_v0
433,R_rxn02374_x0,R03314_x0
434,R_rxn02380_c0,beta-D-Glucose 6-phosphate ketol-isomerase_c0
435,R_rxn02380_d0,beta-D-Glucose 6-phosphate ketol-isomerase_d0
436,R_rxn02402_c0,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)_c0
437,R_rxn02402_d0,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)_d0
438,R_rxn02414_c0,"S-Adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase_c0"
439,R_rxn02465_d0,N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)_d0
440,R_rxn02473_d0,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase_d0
441,R_rxn02474_d0,5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase_d0
442,R_rxn02475_d0,"2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase_d0"
443,R_rxn02476_d0,Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase_d0
444,R_rxn02484_d0,ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase_d0
445,R_rxn02503_c0,"ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-pyrophosphotransferase_c0"
446,R_rxn02503_m0,"ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-pyrophosphotransferase_m0"
447,R_rxn02504_c0,"2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase_c0"
448,R_rxn02507_d0,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)_d0
449,R_rxn02516_m0,L-cysteine hydrogen-sulfide-lyase (adding HCN)_m0
450,R_rxn02554_c0,R07440_c0
451,R_rxn02554_r0,R07440_r0
452,R_rxn02575_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase_c0
453,R_rxn02758_c0,Sinapyl alcohol:NADP+ oxidoreductase_c0
454,R_rxn02758_w0,Sinapyl alcohol:NADP+ oxidoreductase_w0
455,R_rxn02789_d0,2-Isopropylmalate hydro-lyase_d0
456,R_rxn02811_d0,3-Isopropylmalate hydro-lyase_d0
457,R_rxn02814_c0,4-coumaryl alcohol:NADP+ oxidoreductase_c0
458,R_rxn02814_w0,4-coumaryl alcohol:NADP+ oxidoreductase_w0
459,R_rxn02832_d0,"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)_d0"
460,R_rxn02834_d0,Phosphoribosyl-ATP pyrophosphohydrolase_d0
461,R_rxn02835_d0,"1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase_d0"
462,R_rxn02894_c0,ATP:S5-methyl-5-thio-D-ribose 1-phosphotransferase_c0
463,R_rxn02895_d0,5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)_d0
464,R_rxn02914_d0,3-Phosphoserine:2-oxoglutarate aminotransferase_d0
465,R_rxn02928_d0,"2,3,4,5-Tetrahydrodipicolinate:NAD+ oxidoreductase_d0"
466,R_rxn02929_d0,"2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase_d0"
467,R_rxn02937_d0,2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)_d0
468,R_rxn02938_d0,1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase_d0
469,R_rxn02988_c0,glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)_c0
470,R_rxn02988_d0,glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)_d0
471,R_rxn03004_d0,10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase_d0
472,R_rxn03016_c0,"trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydorxylating)_c0"
473,R_rxn03016_r0,"trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydorxylating)_r0"
474,R_rxn03057_c0,5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase_c0
475,R_rxn03062_d0,3-Isopropylmalate:NAD+ oxidoreductase_d0
476,R_rxn03075_c0,ATP:4-methyl-5-(2-hydroxyethyl)-thiazole 2-phosphotransferase_c0
477,R_rxn03080_d0,5-amino-6-(D-ribitylamino)uracil butanedionetransferase_d0
478,R_rxn03084_d0,5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)_d0
479,R_rxn03084_m0,5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)_m0
480,R_rxn03108_d0,ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase_d0
481,R_rxn03135_d0,R04558_d0
482,R_rxn03136_d0,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase_d0
483,R_rxn03137_d0,10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase_d0
484,R_rxn03147_d0,1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)_d0
485,R_rxn03168_c0,R04621_c0
486,R_rxn03173_c0,R04638_c0
487,R_rxn03175_d0,N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase_d0
488,R_rxn03891_d0,R05612_d0
489,R_rxn03891_m0,R05612_m0
490,R_rxn03891_r0,R05612_r0
491,R_rxn03892_d0,R05613_d0
492,R_rxn03892_m0,R05613_m0
493,R_rxn03892_r0,R05613_r0
494,R_rxn03907_d0,CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase_d0
495,R_rxn03908_d0,ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase_d0
496,R_rxn03909_d0,1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)_d0
497,R_rxn03910_d0,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)_d0
498,R_rxn03958_d0,1-Deoxy-D-xylulose-5-phosphate isomeroreductase_d0
499,R_rxn03970_c0,Coniferyl aldehyde:NAD oxidoreductase_c0
500,R_rxn03971_c0,Coniferyl aldehyde:NADP oxidoreductase_c0
501,R_rxn03983_c0,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)_c0"
502,R_rxn03983_d0,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)_d0"
503,R_rxn04113_d0,isopentenyl-diphosphate:NAD(P)+ oxidoreductase_d0
504,R_rxn04426_c0,R06572_c0
505,R_rxn04426_r0,R06572_r0
506,R_rxn04430_c0,"S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase_c0"
507,R_rxn04954_c0,5-methyltetrahydrofolate:NAD+ oxidoreductase_c0
508,R_rxn04996_d0,dimethyallyl diphosphate:NADP+ oxidoreductase_d0
509,R_rxn05023_d0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase_d0"
510,R_rxn05023_x0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase_x0"
511,R_rxn05024_d0,4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing)_d0
512,R_rxn05024_x0,4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing)_x0
513,R_rxn05034_m0,solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase_m0
514,R_rxn05039_d0,R07280_d0
515,R_rxn05040_d0,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)_d0"
516,R_rxn05092_c0,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)_c0"
517,R_rxn05104_c0,S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase_c0
518,R_rxn05104_d0,S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase_d0
519,R_rxn05105_d0,"2,3-diketo-5-methylthiopentyl-1-phosphate keto---enol-isomerase_d0"
520,R_rxn05106_d0,2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate phosphohydrolase_d0
521,R_rxn05136_c0,p-coumaroyl-CoA:quinate hydroxycinnamoyltransferase_c0
522,R_rxn05143_c0,sinapoyl aldehyde:NADP oxidoreductase_c0
523,R_rxn05206_c0,TRANS-RXN-187.ce_c0
524,R_rxn05218_d0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_d0
525,R_rxn05218_m0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_m0
526,R_rxn05218_x0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_x0
527,R_rxn05220_d0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_d0
528,R_rxn05220_m0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_m0
529,R_rxn05220_x0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_x0
530,R_rxn05222_d0,RXN66-449.ce_d0
531,R_rxn05222_m0,RXN66-449.ce_m0
532,R_rxn05222_x0,RXN66-449.ce_x0
533,R_rxn05224_d0,Riboflavin permease_d0
534,R_rxn05224_m0,Riboflavin permease_m0
535,R_rxn05238_c0,TRANS-RXNBWI-115353.ce_c0
536,R_rxn05238_d0,TRANS-RXNBWI-115353.ce_d0
537,R_rxn05238_v0,TRANS-RXNBWI-115353.ce_v0
538,R_rxn05245_d0,TRANS-RXNBWI-115362.ce.maizeexp.VAL_d0
539,R_rxn05245_m0,TRANS-RXNBWI-115362.ce.maizeexp.VAL_m0
540,R_rxn05245_x0,TRANS-RXNBWI-115362.ce.maizeexp.VAL_x0
541,R_rxn05287_d0,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_d0
542,R_rxn05287_m0,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_m0
543,R_rxn05287_r0,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_r0
544,R_rxn05319_c0,TRANS-RXNBWI-115401.ce.maizeexp.OH_c0
545,R_rxn05319_d0,TRANS-RXNBWI-115401.ce.maizeexp.OH_d0
546,R_rxn05319_m0,TRANS-RXNBWI-115401.ce.maizeexp.OH_m0
547,R_rxn05319_v0,TRANS-RXNBWI-115401.ce.maizeexp.OH_v0
548,R_rxn05319_x0,TRANS-RXNBWI-115401.ce.maizeexp.OH_x0
549,R_rxn05324_d0,"Dodecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_d0"
550,R_rxn05325_d0,"Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_d0"
551,R_rxn05326_d0,"Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_d0"
552,R_rxn05330_d0,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase_d0
553,R_rxn05331_d0,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase_d0
554,R_rxn05335_d0,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase_d0
555,R_rxn05337_d0,(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_d0
556,R_rxn05338_d0,(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_d0
557,R_rxn05340_d0,(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_d0
558,R_rxn05342_d0,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_d0
559,R_rxn05343_d0,Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_d0
560,R_rxn05345_d0,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_d0
561,R_rxn05346_d0,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_d0
562,R_rxn05348_d0,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_d0
563,R_rxn05350_d0,hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_d0
564,R_rxn05465_d0,Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase_d0
565,R_rxn05467_c0,CO2 transporter via diffusion_c0
566,R_rxn05467_d0,CO2 transporter via diffusion_d0
567,R_rxn05467_m0,CO2 transporter via diffusion_m0
568,R_rxn05468_c0,TRANS-RXNAVI-26568.ce_c0
569,R_rxn05468_d0,TRANS-RXNAVI-26568.ce_d0
570,R_rxn05468_m0,TRANS-RXNAVI-26568.ce_m0
571,R_rxn05468_x0,TRANS-RXNAVI-26568.ce_x0
572,R_rxn05667_c0,TRANS-RXN4LZ-7041.ce_c0
573,R_rxn05667_d0,TRANS-RXN4LZ-7041.ce_d0
574,R_rxn05667_m0,TRANS-RXN4LZ-7041.ce_m0
575,R_rxn05736_d0,acyl-coenzyme A ligase_d0
576,R_rxn05736_r0,acyl-coenzyme A ligase_r0
577,R_rxn05736_x0,acyl-coenzyme A ligase_x0
578,R_rxn06556_d0,Dodecanoyl-[acyl-carrier-protein] hydrolase_d0
579,R_rxn07441_d0,"LL-2,6-diaminoheptanedioate:2-oxoglutarate aminotransferase_d0"
580,R_rxn07579_d0,R07765_d0
581,R_rxn08094_m0,2-Oxoglutarate dehydrogenase complex_m0
582,R_rxn08104_d0,L-alanine transport via diffusion (extracellular to periplasm)_d0
583,R_rxn08155_d0,L-arginine transport via diffusion (extracellular to periplasm)_d0
584,R_rxn08155_m0,L-arginine transport via diffusion (extracellular to periplasm)_m0
585,R_rxn08155_x0,L-arginine transport via diffusion (extracellular to periplasm)_x0
586,R_rxn08170_d0,L-aspartate transport via diffusion (extracellular to periplasm)_d0
587,R_rxn08170_m0,L-aspartate transport via diffusion (extracellular to periplasm)_m0
588,R_rxn08170_x0,L-aspartate transport via diffusion (extracellular to periplasm)_x0
589,R_rxn08173_j0,F(1)-ATPase_j0
590,R_rxn08233_c0,Chloride/proton antiport_c0
591,R_rxn08236_d0,CMP transport via diffusion (extracellular to periplasm)_d0
592,R_rxn08236_m0,CMP transport via diffusion (extracellular to periplasm)_m0
593,R_rxn08236_v0,CMP transport via diffusion (extracellular to periplasm)_v0
594,R_rxn08284_d0,L-cysteine transport via diffusion (extracellular to periplasm)_d0
595,R_rxn08284_m0,L-cysteine transport via diffusion (extracellular to periplasm)_m0
596,R_rxn08335_m0,(S)-dihydroorotate:quinone oxidoreductase_m0
597,R_rxn08352_d0,R08210_d0
598,R_rxn08392_d0,trans hexadecenoyl-[acp] reductase_d0
599,R_rxn08436_d0,RXN-9549.c_d0
600,R_rxn08440_x0,lauroyl-CoA hydrolase_x0
601,R_rxn08444_x0,Stearoyl-CoA hydrolase_x0
602,R_rxn08525_d0,formate transport via diffusion (extracellular to periplasm)_d0
603,R_rxn08525_m0,formate transport via diffusion (extracellular to periplasm)_m0
604,R_rxn08525_v0,formate transport via diffusion (extracellular to periplasm)_v0
605,R_rxn08525_x0,formate transport via diffusion (extracellular to periplasm)_x0
606,R_rxn08556_m0,sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase_m0
607,R_rxn08633_d0,L-glutamate transport via diffusion (extracellular to periplasm)_d0
608,R_rxn08633_m0,L-glutamate transport via diffusion (extracellular to periplasm)_m0
609,R_rxn08633_x0,L-glutamate transport via diffusion (extracellular to periplasm)_x0
610,R_rxn08680_d0,GTP transport via diffusion (extracellular to periplasm)_d0
611,R_rxn08680_m0,GTP transport via diffusion (extracellular to periplasm)_m0
612,R_rxn08680_v0,GTP transport via diffusion (extracellular to periplasm)_v0
613,R_rxn08689_d0,h2s transport (periplasm)_d0
614,R_rxn08689_m0,h2s transport (periplasm)_m0
615,R_rxn08703_c0,S-methylmethionine homocysteine transmethylase_c0
616,R_rxn08704_d0,Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)_d0
617,R_rxn08721_d0,L-histidine transport via diffusion (extracellular to periplasm)_d0
618,R_rxn08721_m0,L-histidine transport via diffusion (extracellular to periplasm)_m0
619,R_rxn08721_x0,L-histidine transport via diffusion (extracellular to periplasm)_x0
620,R_rxn08730_c0,proton transport via diffusion (extracellular to periplasm)_c0
621,R_rxn08730_d0,proton transport via diffusion (extracellular to periplasm)_d0
622,R_rxn08730_m0,proton transport via diffusion (extracellular to periplasm)_m0
623,R_rxn08730_v0,proton transport via diffusion (extracellular to periplasm)_v0
624,R_rxn08747_d0,L-isoleucine transport via diffusion (extracellular to periplasm)_d0
625,R_rxn08747_m0,L-isoleucine transport via diffusion (extracellular to periplasm)_m0
626,R_rxn08747_x0,L-isoleucine transport via diffusion (extracellular to periplasm)_x0
627,R_rxn08749_d0,IMP transport via diffusion (extracellular to periplasm)_d0
628,R_rxn08756_d0,isopentenyl-diphosphate:NAD+ oxidoreductase_d0
629,R_rxn08766_d0,FabH_d0
630,R_rxn08786_d0,L-leucine transport via diffusion (extracellular to periplasm)_d0
631,R_rxn08786_m0,L-leucine transport via diffusion (extracellular to periplasm)_m0
632,R_rxn08786_x0,L-leucine transport via diffusion (extracellular to periplasm)_x0
633,R_rxn08856_d0,L-lysine transport via diffusion (extracellular to periplasm)_d0
634,R_rxn08856_m0,L-lysine transport via diffusion (extracellular to periplasm)_m0
635,R_rxn08856_x0,L-lysine transport via diffusion (extracellular to periplasm)_x0
636,R_rxn08920_d0,L-methionine transport via diffusion (extracellular to periplasm)_d0
637,R_rxn08920_m0,L-methionine transport via diffusion (extracellular to periplasm)_m0
638,R_rxn08920_x0,L-methionine transport via diffusion (extracellular to periplasm)_x0
639,R_rxn08999_c0,nitrite transport via diffusion (extracellular to periplasm)_c0
640,R_rxn08999_d0,nitrite transport via diffusion (extracellular to periplasm)_d0
641,R_rxn08999_m0,nitrite transport via diffusion (extracellular to periplasm)_m0
642,R_rxn09005_c0,nitrate transport via diffusion (extracellular to periplasm)_c0
643,R_rxn09005_d0,nitrate transport via diffusion (extracellular to periplasm)_d0
644,R_rxn09005_m0,nitrate transport via diffusion (extracellular to periplasm)_m0
645,R_rxn09034_d0,Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)_d0
646,R_rxn09048_d0,ornithine transport via diffusion (extracellular to periplasm)_d0
647,R_rxn09048_m0,ornithine transport via diffusion (extracellular to periplasm)_m0
648,R_rxn09048_x0,ornithine transport via diffusion (extracellular to periplasm)_x0
649,R_rxn09050_m0,Orotate transport via diffusion (extracellular to periplasm)_m0
